Resultados para a variável: Pw
Pw : Size=576, Index=i*t
     (5, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (5, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (6, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (6, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (7, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (7, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (8, 1) :     0 :  0.1573333333333334 :  0.1573333333333334 : False : False : NonNegativeReals
      (8, 2) :     0 :  0.1733333333333334 :  0.1733333333333334 : False : False : NonNegativeReals
      (8, 3) :     0 : 0.23466666666666602 : 0.23466666666666602 : False : False : NonNegativeReals
      (8, 4) :     0 :   0.517333333333334 :   0.517333333333334 : False : False : NonNegativeReals
      (8, 5) :     0 :  0.7226666666666659 :  0.7226666666666659 : False : False : NonNegativeReals
      (8, 6) :     0 :   1.133333333333334 :   1.133333333333334 : False : False : NonNegativeReals
      (8, 7) :     0 :   1.301333333333334 :   1.301333333333334 : False : False : NonNegativeReals
      (8, 8) :     0 :   1.133333333333334 :   1.133333333333334 : False : False : NonNegativeReals
      (8, 9) :     0 :               0.968 :               0.968 : False : False : NonNegativeReals
     (8, 10) :     0 :               1.096 :               1.096 : False : False : NonNegativeReals
     (8, 11) :     0 :   1.514666666666666 :   1.514666666666666 : False : False : NonNegativeReals
     (8, 12) :     0 :   1.421333333333334 :   1.421333333333334 : False : False : NonNegativeReals
     (8, 13) :     0 :   1.741333333333334 :   1.741333333333334 : False : False : NonNegativeReals
     (8, 14) :     0 :               1.864 :               1.864 : False : False : NonNegativeReals
     (8, 15) :     0 :   1.933333333333334 :   1.933333333333334 : False : False : NonNegativeReals
     (8, 16) :     0 :                 2.0 :                 2.0 : False : False : NonNegativeReals
     (8, 17) :     0 :  1.2484746661678432 :   1.738666666666666 : False : False : NonNegativeReals
     (8, 18) :     0 :   1.330666666666666 :   1.330666666666666 : False : False : NonNegativeReals
     (8, 19) :     0 :  1.3120000000000003 :  1.3120000000000003 : False : False : NonNegativeReals
     (8, 20) :     0 :   1.122666666666666 :   1.122666666666666 : False : False : NonNegativeReals
     (8, 21) :     0 :   1.130666666666666 :   1.130666666666666 : False : False : NonNegativeReals
     (8, 22) :     0 :               1.112 :               1.112 : False : False : NonNegativeReals
     (8, 23) :     0 :  1.4132310487470763 :  1.4479999999999997 : False : False : NonNegativeReals
     (8, 24) :     0 :                1.68 :                1.68 : False : False : NonNegativeReals
      (9, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (9, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (9, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (9, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (9, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (9, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (9, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (9, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
      (9, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (9, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (10, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (10, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (11, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (11, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (12, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (12, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (13, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (13, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (14, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 18) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 19) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 20) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 21) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 22) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 23) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (14, 24) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 1) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 2) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 3) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 4) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 5) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 6) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 7) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 8) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
     (15, 9) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 10) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 11) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 12) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 13) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 14) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 15) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 16) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
    (15, 17) :     0 :                 0.0 :                 0.0 : False : False : NonNegativeReals
